"Id","Probability"
1,0.0447791478103214
2,0.0380221690452983
3,0.033368645546739
4,0.111911041631163
5,0.0724456964561253
6,0.0303399658730747
7,0.0492131751123348
8,0.0411111429763375
9,0.0247299546902314
10,1
11,0.053201066420676
12,0.042811408594721
13,0.0218824487021985
14,0.0632846141648357
15,0.0315897204764367
16,0.0584268906970747
17,0.0250522440930539
18,0.0537645556330648
19,0.124230356858183
20,0.0431585462359986
21,0.0392120167824497
22,0.0232230684626942
23,0.0275962695369898
24,0.290644882792005
25,0.0663945418373989
26,0.0350798710389199
27,0.0479701210865765
28,0.0232012217677187
29,0.0631593935267637
30,0.0349242171611203
31,0.0414368966193074
32,0.0335561230549491
33,0.0301103379537213
34,0.0347285364983613
35,0.283966217340861
36,0.0427855832936021
37,0.0624134342009423
38,0.0346544847167712
39,0.0581010933084441
40,0.0554760573648772
41,0.0982885885501785
42,0.178366736465407
43,0.043718808149023
44,0.0321186245501192
45,0.0456706999910988
46,0.0187412887642019
47,0.0191241652479179
48,0.0351232806018535
49,0.0414802772121452
50,0.0389675510972193
51,0.0268231796097523
52,0.0146161973643976
53,0.0477506994506915
54,0.047528850336689
55,0.0513197769336661
56,0.0802235136243194
57,0.0255553658348898
58,0.118778314300658
59,0.0589210672263633
60,0.12386442235839
61,0.00856931014271054
62,0.0322512496960143
63,0.0675251237264815
64,0.0313915780840972
65,0.0520647101776543
66,0.0209593841486686
67,0.0400671815805975
68,0.0568799157031754
69,0.0299959556550501
70,1
71,0.0339748765380534
72,0.0612436669822272
73,0.0204445977777414
74,0.114620780800072
75,0.0418191553231186
76,0.0287618195142667
77,0.0411839329069268
78,0.0567378044336997
79,0.0275993004147378
80,0.0625237370217111
81,0.0386836819983704
82,0.0319993451603768
83,0.0735589336039857
84,0.0151476327412508
85,0.0364550393076661
86,0.0448936518019962
87,0.0850586305368592
88,0.043010079838963
89,0.0702415135095877
90,0.0766854531271053
91,0.0644347670381711
92,0.0423911437064682
93,0.0304392978953572
94,0.0416740762612514
95,0.0277284451908291
96,0.121390548899419
97,0.0259386213175295
98,0.0477454284154283
99,0.0387184726547062
100,0.0665267608277837
101,0.0385071078360038
102,0.056605371500881
103,0.0265635518141133
104,0.0489846999730326
105,0.0961736751538693
106,0.0785005831943339
107,0.252310266162022
108,0.0205370030884576
109,0.0278558067912426
110,0.0430775617595035
111,0.0244537045344897
112,0.0606226358570426
113,0.0585074774817648
114,0.170072213869161
115,0.0621733512485748
116,0.0239487444727878
117,0.0281742015559882
118,0.0651754475071568
119,0.0494428183992176
120,0.0305627264154984
121,0.0330620524915815
122,0.0586990753038502
123,0.0454072417562185
124,0.232209039414047
125,0.0404935065650059
126,0.0196782831465411
127,0.0141568193403789
128,0.0437468333295746
129,0.030121918044443
130,0.0539278998433985
131,0.0467311889895842
132,0.0529234895185627
133,0.0267601734774622
134,0.0933543553320841
135,0.052073005399999
136,0.020030038274623
137,0.0725188631127947
138,0.0627513305562562
139,0.0270377206199291
140,0.0622697328734884
141,0.0191866412048887
142,0.0325432947244223
143,0.0191516422676261
144,0.0530196644884681
145,0.0868985297820188
146,0.0621150037609322
147,0.0217872637493623
148,0.140837351548561
149,0.0335147084707447
150,0.0293623346494679
151,0.0256594342096883
152,0.0355443797874508
153,0.0228912436062509
154,0.0296089461208033
155,0.0412421169838797
156,0.0483083803928551
157,0.0847039099143839
158,0.0260337904317858
159,0.0431930072271497
160,0.0482394481921935
161,0.0264838519402975
162,0.0325479487817622
163,0.0426641335424519
164,0.0518310324354599
165,0.0385016217090309
166,0.0402736425586893
167,0.279505736280074
168,0.0593330908497227
169,0.174573961167904
170,0.0353408056555195
171,0.0184774744299817
172,0.0270590269356076
173,0.0475835492473813
174,0.0584998777284108
175,0.0475590932305628
176,0.0741638673313184
177,0.0427023707190792
178,0.028435659490141
179,0.0279184342070745
180,0.0264182804487315
181,0.132861351956477
182,0.0430985085079488
183,0.0405393772157443
184,0.0211902702152308
185,0.037201399007866
186,0.0281375109013144
187,0.0341098098424838
188,0.0430378118403831
189,0.0352665094840461
190,0.0471065118105609
191,0.0381400878391524
192,0.0445609461850486
193,0.0302588204909216
194,0.0327667695118953
195,0.0515499616038684
196,0.0455252368925612
197,0.0208887256384549
198,0.0270349814543065
199,0.0351272639715984
200,0.0229272476869594
201,0.0602503767958244
202,0.0185752263254443
203,0.288501342064509
204,0.0197867799740398
205,0.0173920778660544
206,0.0262664887823619
207,0.0430895827936362
208,0.0287412119444364
209,0.0604378422796381
210,0.0161043026255759
211,0.0770553995846407
212,0.0561816967917187
213,0.0330390014507532
214,0.0384256470406255
215,0.0600664507445303
216,0.0621120577012174
217,0.0162656507217215
218,0.0666336435519698
219,0.0356717414464895
220,0.0228719179335343
221,0.0567109350311306
222,0.0237573030365505
223,0.0350098707820491
224,0.0348657574389819
225,0.0285133230173248
226,0.0614679286695893
227,0.0378457054303921
228,0.0340966292535141
229,0.0456051354881865
230,0.289358839724866
231,0.236900156052137
232,0.0255394842833385
233,0.0236194101676773
234,0.0222615570622665
235,0.0227693217495144
236,0.142966035293592
237,0.0232390495874391
238,0.0171609962911169
239,0.0690995490279894
240,0.0484278878707147
241,0.0425206723886487
242,0.0342870366149657
243,0.0298155363143174
244,0.0265242343721019
245,0.0648460784291108
246,0.0190410359718558
247,0.050974121634852
248,0.021132716203032
249,0.0290329431286513
250,0.0928107198185202
251,0.0269966780013162
252,0.129599780771907
253,0.0316101432589201
254,0.0496038098641112
255,0.0152387647039001
256,0.0374932127353068
257,0.0559891980875604
258,0.0804408639290839
259,0.0422701144003119
260,0.0835468047239398
261,0.0447753310851239
262,0.0483876349613989
263,0.0192163363366329
264,0.0570572753139258
265,0.0381484797866036
266,0.047966295310493
267,0.0926563331814958
268,0.0552624658063661
269,0.0984160715725838
270,0.0314068138232899
271,0.0221845152986089
272,0.0444868695411105
273,0.0210124523129008
274,0.0272483676115703
275,0.0200911755526456
276,0.0507135526409773
277,0.022238166635791
278,0.038942774152264
279,0.0422987004298179
280,0.0567188497733413
281,0.534941651678163
282,0.0585740877748617
283,0.0489356524750645
284,0.0268501578262939
285,0.0303739645639537
286,0.0475503127130053
287,0.057380863183765
288,0.0785950908789535
289,0.0390073055744029
290,0.0393081015459104
291,0.364593153804658
292,0.0202051352073262
293,0.0602272690114348
294,0.0363937018438259
295,0.0187075068728667
296,0.0587099367910223
297,0.0243281473450542
298,0.0310083196925328
299,0.0221773194743741
300,0.0242049910831105
301,0.0782021492483243
302,0.0298252722769586
303,0.021442470197956
304,0.0223313928416886
305,0.186376256350194
306,0.0443596549074257
307,0.012771890634587
308,1
309,0.171428228818594
310,0.0554090691234737
311,0.371153612622001
312,0.0362510576940827
313,0.177464187074588
314,0.0200828383658977
315,0.0616170663996321
316,0.0597665656025243
317,0.55135166707388
318,0.0313604882676436
319,0.0232211954079725
320,0.0411853431746665
321,0.0804541138170967
322,0.0430220626992795
323,0.0443632805202422
324,0.0535320240515841
325,0.0613967214664885
326,0.0216331045721015
327,0.0222342523907814
328,0.0274161101237337
329,0.0574818640664262
330,0.0287257336648062
331,0.0610768315427101
332,0.0345879564867259
333,0.055108192222913
334,0.0307602609292117
335,0.0471462489349229
336,0.0405549828421538
337,0.0604706441778257
338,0.0708589458461854
339,0.0366951805924198
340,0.0615710468064681
341,0.025847556899515
342,0.0332991973703476
343,0.0496359651260954
344,0.0331662050133592
345,0.0198184521377257
346,0.0258940118238274
347,0.220916982949155
348,0.0731809551004547
349,0.0436443387209843
350,0.0394242216124624
351,0.0624156146789642
352,0.0393114400800377
353,0.0244438645645278
354,0.0485362790408907
355,0.0357942753556369
356,0.0274397645025822
357,0.643246416769423
358,0.0219779363630763
359,0.0246448745529156
360,0.0736561272127785
361,0.0440932103433961
362,0.0543144086613347
363,0.03097402320295
364,0.050891675899942
365,0.147274519610761
366,0.114891842983299
367,0.0672170269915888
368,0.0321828312706234
369,0.0282371053309543
370,0.0840017991042465
371,0.0381073164551332
372,0.0700246789452562
373,0.0342361806401726
374,0.0441561730901018
375,0.0370172828888374
376,0.0161645770071419
377,0.063904200120096
378,0.0216816257537477
379,0.0401740097368196
380,0.0387356165630451
381,0.0484731316075921
382,0.0251255179505584
383,0.0137439219508887
384,0.172555093875286
385,0.0253030652753774
386,0.0304955843216914
387,0.0277798018127631
388,0.0552164924134604
389,0.0248323885762193
390,0.0314627214057938
391,0.0268554783460638
392,0.0281713934958066
393,0.0222424749351217
394,0.0699012545293251
395,0.0166189924273681
396,0.0232941716895904
397,0.0256243294423298
398,0.0485315279381528
399,0.0236696768001299
400,0.0489738992587867
401,0.0217071573607489
402,0.020045470246833
403,0.0347024021306779
404,0.0230846543803996
405,0.997098259218734
406,0.493617392400377
407,0.0291235247008717
408,0.0710480321530428
409,0.0603866225620747
410,0.051613644730245
411,0.0602389590596227
412,0.033600214561857
413,0.0548225113072287
414,0.0419979195533271
415,0.0303136416135685
416,0.105092300279536
417,0.0456848873546385
418,0.0523468009876573
419,0.0223017186186342
420,0.0612047664038548
421,0.0207814085525039
422,0.0319934371878181
423,0.0611999377053733
424,0.0233919349125878
425,0.0279311533799973
426,0.0139444217014667
427,0.019705311031317
428,0.0283669061209848
429,0.0542210472705573
430,0.0362271307767345
431,0.180290427173594
432,0.0233500370532737
433,0.052046048598591
434,0.0382861040223081
435,0.0384304378447964
436,0.052166803547087
437,0.0706423801290689
438,0.0753090873063375
439,0.0279182040852261
440,0.069206070065236
